Acct Number,Account,Cacv
ACCT0004962,Asurion Services LCC,"4,143,047.72"
ACCT0113302,CrowdStrike Inc,"4,125,528.73"
ACCT0019901,Alliander NV,"4,118,909.53"
ACCT0006084,Mosaic Co,"4,117,650.72"
ACCT0077292,Assurant Inc,"4,116,666.30"
ACCT0027592,"Uber Technologies, Inc.","4,114,146.89"
ACCT0206417,Infosys - Ally Financial,"4,098,023.99"
ACCT0001260,"Advocate Aurora Health, Inc","4,087,916.86"
ACCT0108616,Infosys - MassMutual,"4,084,125.48"
ACCT0136956,State of Tennessee - Department of Human Services,"4,078,839.24"
ACCT0004048,"Cardinal Health 5, LLC","4,066,947.00"
ACCT0001422,Walgreen Boots Alliance,"4,065,682.20"
ACCT0091225,Wind Tre SpA,"4,061,944"
ACCT0070736,"Ensono, LP","4,050,206.40"
ACCT0005580,State Of Montana,"4,049,681.04"
ACCT0004282,The Home Depot USA Inc,"4,035,463.00"
ACCT0020440,Australian Taxation Office,"4,033,708.86"
ACCT0001274,Archer Daniels Midland Co,"4,031,631.88"
ACCT0093249,California Correctional Health Care Services CCHCS,"4,022,425.80"
ACCT0003511,Applied Materials Inc,"4,017,502.84"
ACCT0000302,Gap Inc.,"4,011,081.20"
ACCT0009766,Nationale-Nederlanden BV,"4,007,655.20"
ACCT0004090,Sherwin-Williams Co,"4,004,229.68"
ACCT0143193,FSTechnology SpA,"4,003,019.36"
ACCT0001347,Jones Lang LaSalle Inc,"3,989,010.48"
ACCT0004469,Corning Inc,"3,985,390.20"
ACCT0001184,Arizona Public Service,"3,982,304.60"
ACCT0031592,Nokia Oyj,"3,978,535.32"
ACCT0022181,Sasol South Africa Ltd,"3,967,292.04"
ACCT0068123,United States Dept Of Labor,"3,954,296.31"
ACCT0153616,Siemens Energy Global GmbH & Co KG,"3,947,030.61"
ACCT0009551,ASDA Stores Limited,"3,945,300.81"
ACCT0015608,Blue Cross and Blue Shield Of North Carolina,"3,935,112"
ACCT0001440,Ameriprise Financial Inc,"3,933,981.92"
ACCT0001619,Canadian Pacific Railway Ltd,"3,931,794"
ACCT0005838,Air Liquide,"3,930,927.67"
ACCT0165581,"Constellation Energy Generation, LLC","3,928,806.04"
ACCT0024980,PLDT Inc,"3,928,690.12"
ACCT0012319,Baptist Health South Florida inc,"3,926,583.48"
ACCT0065360,The Kantar Group Limited,"3,921,293.13"
ACCT0217105,Infosys - First Abu Dhabi Bank,"3,914,411.99"
ACCT0180858,Infosys - Adidas,"3,912,730.49"
ACCT0009747,Adecco IT Services,"3,908,630.35"
ACCT0066232,Queensland Health - eHealth,"3,908,216.02"
ACCT0175602,FNZ Deutschland Technologie GmbH,"3,883,272.23"
ACCT0158347,MultiCare Health System - IS and T,"3,866,211.60"
ACCT0005830,Rogers Communications Inc,"3,864,962.24"
ACCT0014534,Pearson Plc,"3,864,126.92"
ACCT0006367,Toyota Financial Services,"3,863,145.60"
ACCT0025856,Autostrade Per L'Italia SpA,"3,857,598.65"
ACCT0004826,The Church of Jesus Christ of Latter Day Saints,"3,844,808.64"
ACCT0009303,General Motors Financial Co Inc,"3,842,312.04"
ACCT0004957,Philip Morris Products SA,"3,839,036.88"
ACCT0109890,Infosys - Spark,"3,828,675.99"
ACCT0005672,Canadian National Railway Company,"3,822,251.88"
ACCT0019256,HDI AG,"3,818,952.08"
ACCT0066408,Exact Sciences Corp,"3,809,037.71"
ACCT0005209,Richemont International SA,"3,795,101.62"
ACCT0011105,Worley Services Pty Ltd,"3,787,399.17"
ACCT0008924,Parkland Health & Hospital System,"3,786,618.12"
ACCT0000391,Hershey Co,"3,781,897.60"
ACCT0001048,"Fifth Third Bank, National Association","3,770,906.76"
ACCT0015939,Sandvik AB,"3,769,745.10"
ACCT0168845,Asahi Group Japan Ltd,"3,762,973.42"
ACCT0027109,Dai-ichi Life Insurance Co Ltd,"3,761,678.60"
ACCT0010304,Commerzbank AG,"3,750,085.33"
ACCT0008609,FATCO Holdings LLC,"3,748,718.36"
ACCT0004080,NCR Voyix Corp,"3,745,182.36"
ACCT0015960,GDF Suez Group,"3,743,491.41"
ACCT0174635,MPO Y4 - EIS,"3,742,938.12"
ACCT0009891,Kirkland & Ellis LLP,"3,736,682.22"
ACCT0099342,Snowflake Inc,"3,728,523.52"
ACCT0004250,AGCO Corp,"3,719,388.60"
ACCT0000918,MHM Support Services,"3,718,187.12"
ACCT0026184,Department of Communities and Justice,"3,717,480.42"
ACCT0000503,Ameren Services Company,"3,713,545.50"
ACCT0010906,USAF – 16AF/690th ISS,"3,706,670.04"
ACCT0156509,ELC Beauty LLC,"3,705,744.24"
ACCT0070383,Technical And Further Education Commission,"3,705,335.23"
ACCT0076294,TriMedx Holdings LLC,"3,703,681.68"
ACCT0086716,Bureau Of The Fiscal Service,"3,694,148.88"
ACCT0015346,Loblaws Inc,"3,689,068.46"
ACCT0089891,Sumitomo Mitsui Banking Corporation,"3,688,941.96"
ACCT0001039,Ecolab Inc,"3,688,656.07"
ACCT0019679,Defense Manpower Data Center DMDC,"3,685,456.56"
ACCT0015923,State Of Texas Dept Of Transportation,"3,683,548.26"
ACCT0085341,Vodafone Global Enterprise Ltd,"3,683,384.73"
ACCT0023829,Department of Customer Service NSW,"3,679,643.37"
ACCT0005281,Northwell Health Inc,"3,676,472.79"
ACCT0213695,GE Precision Healthcare LLC,"3,671,060.16"
ACCT0086489,Lamb Weston Inc,"3,668,180.44"
ACCT0004062,Eaton Corp,"3,666,600"
ACCT0010817,"Sedgwick Claims Management Services, Inc.","3,662,237.40"
ACCT0166534,American Express Co. HR,"3,657,387.24"
ACCT0113032,UnitedHealth Group - EnterpriseNow/EIM,"3,651,547.56"
ACCT0017937,GoDaddy.com LLC,"3,651,227.56"
ACCT0004908,BlueShield Of California,"3,646,873.44"
ACCT0002500,Boston Scientific Corp,"3,641,592"
ACCT0136039,UnitedHealth Group - Human Capital,"3,640,526.64"
ACCT0166152,Infosys - Molina,"3,638,036"
ACCT0006779,Prisma Health,"3,635,006.25"
ACCT0001692,Suncor Energy Services Inc,"3,623,416.83"
ACCT0007105,US Patent And Trademark Office,"3,614,697.12"
ACCT0023661,Euroclear SA/NV,"3,614,238.15"
ACCT0008675,Adventist Health System Sunbelt Healthcare Corporation,"3,611,704.06"
ACCT0070760,Astellas US LLC,"3,603,763.56"
ACCT0169156,Infosys - Optus,"3,599,426.64"
ACCT0006314,Hydro-Quebec,"3,588,181.08"
ACCT0162507,Federal Aviation Administration AIT,"3,571,611.98"
ACCT0158966,Moet Hennessy SAS,"3,570,621.02"
ACCT0160763,Southern Glazer's Wine and Spirits LLC,"3,564,045"
ACCT0001154,Salt River Project,"3,561,280.20"
ACCT0001041,General Mills Inc,"3,551,342.31"
ACCT0092726,Viatris,"3,544,026.48"
ACCT0015502,Western Union Financial Services Inc.,"3,543,600"
ACCT0000022,Capital Group Companies Inc,"3,540,783"
ACCT0013750,NCR Atleos Corp,"3,537,881.28"
ACCT0003010,Atrium Health,"3,533,002.44"
ACCT0020310,Woolworths Group Ltd,"3,523,082.46"
ACCT0145700,Infosys - BNSF,"3,521,242.80"
ACCT0005269,New York City Health And Hospitals Corp,"3,518,337.73"
ACCT0009935,Sainsbury's,"3,504,587.34"
ACCT0072763,Wolters Kluwer United States Inc.,"3,504,132.64"
ACCT0013355,St Jude Children's Research Hospital Inc,"3,499,272.76"
ACCT0033555,Circle K AS,"3,497,364.29"
ACCT0019751,"Insight Direct USA, Inc.","3,495,992.16"
ACCT0133198,Elanco,"3,491,809.40"
ACCT0094677,XP Investimentos SA,"3,487,809.93"
ACCT0076175,Istituto Nazionale Per L'Assicurazione Contro Gli Infortuni Sul Lavoro INAIL,"3,487,472.72"
ACCT0005931,Fresenius Medical Care North America,"3,478,530.80"
ACCT0176475,STMicroelectronics International N.V.,"3,474,210.21"
ACCT0086719,Infosys - Proximus,"3,465,499.03"
ACCT0089095,Leidos Australia,"3,461,357.17"
ACCT0001630,Enbridge Inc,"3,460,893.25"
ACCT0001033,Vertex Pharmaceuticals Inc,"3,455,361.23"
ACCT0077745,Celanese Corp,"3,452,634.69"
ACCT0141203,Net One Systems Co Ltd (Internal DX),"3,449,014.14"
ACCT0007042,Schenker AG,"3,444,876.87"
ACCT0010314,New York State ITS,"3,442,560"
ACCT0175303,Infosys - Nationwide,"3,440,809.32"
ACCT0003102,Sentara Healthcare Inc,"3,438,208.91"
ACCT0007254,FIL Investment Management Ltd,"3,431,819.41"
ACCT0014256,Fonterra Co-operative Group Limited,"3,429,738.70"
ACCT0010795,Suncorp Corporate Services Pty Ltd,"3,424,573.76"
ACCT0010261,UW Health,"3,423,604.97"
ACCT0001515,"Meijer Companies, Ltd.","3,421,877.80"
ACCT0038450,Cubic Transportation Systems Inc,"3,408,613.44"
ACCT0003031,Federal Home Loan Mortgage Corp,"3,405,870"
ACCT0006936,CAE Inc,"3,403,597.47"
ACCT0001663,Nordstrom Inc,"3,401,516.52"
ACCT0152237,Leidos Inc - USG,"3,399,723.36"
ACCT0074448,Radiology Partners,"3,393,300"
ACCT0015905,Arbetsformedlingen,"3,392,720.35"
ACCT0009199,KBC Global Services NV,"3,387,210.61"
ACCT0005374,"QVC, Inc.","3,386,607.20"
ACCT0007517,lululemon athletica canada inc.,"3,376,983.28"
ACCT0178158,Infosys - DTCC,"3,373,670.94"
ACCT0001832,Unisys Corp (Customer),"3,371,473.52"
ACCT0007140,Fresenius Digital Technology GmbH,"3,368,134.41"
ACCT0000525,Unum Group,"3,362,301.08"
ACCT0085302,US Army Civilian Human Resources Agency CHRA,"3,359,474.28"
ACCT0040469,The Boston Consulting Group- IT,"3,351,943.01"
ACCT0021394,Eni SpA,"3,347,664.54"
ACCT0017913,Statkraft AS,"3,347,484.14"
ACCT0012012,CANCOM GmbH,"3,340,379.58"
ACCT0020015,Colruyt Group Services NV,"3,331,841.46"
ACCT0165296,NTT Comware Corp (NCDM),"3,331,320.46"
ACCT0003515,Avery Dennison Corp,"3,328,021.80"
ACCT0004305,Childrens Hospital Of Philadelphia,"3,327,836.04"
ACCT0015736,Banner Health,"3,308,726.12"
ACCT0014575,Michigan Medicine,"3,308,103.60"
ACCT0031516,Danone,"3,299,500.62"
ACCT0007787,Swisscom Schweiz AG,"3,298,812.59"
ACCT0181063,Infosys - Comerica Bank,"3,288,086.04"
ACCT0001421,"W.W. Grainger, Inc.","3,287,836.89"
ACCT0176914,ITSM Consulting GmbH - L-Bank Landeskreditbank Baden-Wurttemberg Forderbank,"3,275,296.69"
ACCT0142615,PEO EIS IL4,"3,269,468.64"
ACCT0064647,ING Commercial Banking,"3,267,635.44"
ACCT0125462,"Blue Origin, LLC","3,259,979.04"
ACCT0010602,Chick-fil-A Inc,"3,259,699.00"
ACCT0135601,Infosys - Sony Interactive Entertainment,"3,257,397.90"
ACCT0000378,EUI Limited,"3,242,604.67"
ACCT0168045,Comcast Customer Care,"3,235,188"
ACCT0144748,Fujitsu Australia Ltd - Dept Of Home Affairs,"3,235,170.38"
ACCT0024696,Infor Global Solutions SaaS Division,"3,233,698.08"
ACCT0033300,Nexi Payments S.p.A,"3,233,261.18"
ACCT0058682,Walt Disney Attractions Technology,"3,232,028.47"
ACCT0064673,Alstom Transport SA,"3,230,728.03"
ACCT0014190,BJC HealthCare,"3,229,433.60"
ACCT0004435,Arrow Electronics Inc,"3,218,595.48"
ACCT0174421,L&T Infotech Ltd - Eversource Energy,"3,214,264.80"
ACCT0000543,NC Dept Of Transportation NCDOT,"3,206,073.08"
ACCT0125027,Raiffeisen Informatik Consulting GmbH,"3,204,153.32"
ACCT0177660,Kyndryl - Banorte,"3,202,320.48"
ACCT0152140,Infosys - Carrier,"3,194,440.88"
ACCT0171190,Jack Henry & Associates Inc,"3,185,302.58"
ACCT0000726,"Bath & Body Works, Inc","3,184,335.14"
ACCT0000192,HighMark Health,"3,180,087.34"
ACCT0017159,Volvo Car Corp,"3,179,883.45"
ACCT0026495,ADT Corp,"3,178,181.65"
ACCT0009028,Commonwealth Of Massachusetts,"3,176,092.80"
ACCT0006135,DISH Purchasing Corporation,"3,175,982.40"
ACCT0000199,Kohler Co,"3,171,278.28"
ACCT0094290,Capita Shared Services Limited,"3,170,712.20"
ACCT0015842,SoftwareONE AG,"3,169,324.12"
ACCT0001635,Expedia Inc,"3,165,121.16"
ACCT0001003,SITA SC Switzerland,"3,158,671.01"
ACCT0003500,Advanced Micro Devices Inc,"3,158,473.43"
ACCT0005921,Bombardier Inc,"3,152,891.37"
ACCT0004909,Northwestern Medicine,"3,147,385.20"
ACCT0007231,U.S Securities and Exchange Commission,"3,143,986.08"
ACCT0011102,IOOF SERVICE CO PTY LTD,"3,143,617.31"
ACCT0157860,Nielsen Consumer LLC,"3,139,596.60"
ACCT0005326,MTA New York City Transit,"3,139,185.70"
ACCT0161543,Infosys - Principal Financials,"3,131,886"
ACCT0013339,"Change Healthcare Operations, LLC","3,130,422.12"
ACCT0004040,American Electric Power Service Corporation,"3,127,390.20"
ACCT0006010,Network Rail,"3,124,989.11"
ACCT0003924,Sanford,"3,123,413.88"
ACCT0009901,Stanley Black & Decker Inc,"3,107,991.20"
ACCT0111846,Capgemini - State Of Texas,"3,106,206"
ACCT0141910,Tata Consultancy Services - EDF Energy UK,"3,105,849.06"
ACCT0000778,International Monetary Fund,"3,101,162"
ACCT0022365,ARM Limited,"3,098,886.85"
ACCT0005637,Bridgestone Americas Inc,"3,096,580.67"
ACCT0151239,UnitedHealth Group - UHC EWD,"3,093,987.96"
ACCT0015801,Teradata Operations Inc,"3,093,193.64"
ACCT0085396,ACT Shared Services,"3,087,888.39"
ACCT0160288,Elara Caring,"3,084,048.07"
ACCT0027356,Public Power Corp SA,"3,082,140.54"
ACCT0158859,Noovle SpA,"3,082,136.63"
ACCT0026576,Region Skaane,"3,081,928.25"
ACCT0087763,Optiv Inc,"3,080,815.23"
ACCT0010331,Wacker Chemie AG,"3,080,684.72"
ACCT0011171,OMV AG,"3,067,009.41"
ACCT0004219,Graphic Packaging Holding Co,"3,062,553.80"
ACCT0040665,Arizona Health Care Cost Containment System,"3,061,418.28"
ACCT0008500,DEPARTMENT OF HEALTH AND AGED CARE,"3,060,177.57"
ACCT0009145,QBE Group Services Pty Ltd,"3,053,169.23"
ACCT0016969,Norsk Hydro ASA,"3,045,583.73"
ACCT0018789,MFP Michelin,"3,043,203.23"
ACCT0005071,IQVIA,"3,041,162.60"
ACCT0024789,Smith & Nephew UK Limited,"3,035,838.49"
ACCT0014320,Children's Health System Of Texas,"3,030,942.56"
ACCT0072270,InterContinental Hotels Group-IHG-US,"3,029,226"
ACCT0019229,Yara Intl ASA,"3,026,068.44"
ACCT0039482,Generali Operations Service Platform S.r.l.,"3,025,657.97"
ACCT0002493,Iron Mountain Inc,"3,023,484.60"
ACCT0015662,"Republic Services Procurement, Inc.","3,021,239.40"
ACCT0023564,Santander UK Plc,"3,017,372.39"
ACCT0096933,Infosys - Jabil,"3,010,407.04"
ACCT0006707,Geisinger System Services,"3,005,560.84"
ACCT0005388,Bon Secours Mercy Health Inc,"3,003,058.20"
ACCT0020544,University Of Melbourne,"2,996,207.40"
ACCT0002308,Bread Financial Payments Inc,"2,991,456.96"
ACCT0144693,Anheuser-Busch InBev,"2,991,009.90"
ACCT0004269,Regions Bank,"2,988,010.32"
ACCT0013091,Sunbelt Rentals inc,"2,986,028.29"
ACCT0170302,Corebridge Financial Inc,"2,980,442.12"
ACCT0031638,Shiseido Co Ltd,"2,979,691.20"
ACCT0003075,Norfolk Southern Corp,"2,977,962.32"
ACCT0000238,Community Health Network Inc,"2,972,016.20"
ACCT0001176,Empower Retirement LLC,"2,967,871.92"
ACCT0000841,World Wide Technology LLC,"2,957,127.92"
ACCT0000170,BlueCross BlueShield Of Kansas City,"2,956,438.96"
ACCT0142670,US Dept of Commerce - Enterprise Services Office,"2,948,788.08"
ACCT0213904,Cognizant - MGM,"2,941,323.12"
ACCT0001686,Shaw Cablesystems G.P,"2,941,226.05"
ACCT0010194,OP Osuuskunta,"2,939,343.64"
ACCT0000146,SCC Plc (MSP),"2,939,310.91"
ACCT0001606,Amazon.com Inc,"2,933,499.92"
ACCT0031813,"State Of Tennessee Dept Of Finance and Admin, Bureau of TennCare","2,921,696.88"
ACCT0164084,Infosys - Panasonic,"2,919,462.84"
ACCT0006169,Herbalife International of America Inc,"2,919,423.20"
ACCT0031505,Leonardo SpA,"2,909,982.31"
ACCT0004837,Ellucian Inc,"2,908,634.80"
ACCT0005114,State Of Ohio Office Of Information Technology,"2,908,150.08"
ACCT0006131,Lowe's Companies Inc,"2,903,247.50"
ACCT0000410,Aramark Corp,"2,902,539.40"
ACCT0004700,Swiss Re Management Ltd,"2,894,274.22"
ACCT0010058,Dun & Bradstreet Corp,"2,892,033.34"
ACCT0007702,Sony Interactive Entertainment America LLC,"2,865,599.92"
ACCT0004362,SEI Global Services Inc,"2,862,987.93"
ACCT0004546,Memorial Sloan-Kettering Cancer Center,"2,858,609.96"
ACCT0020179,Syntax Systems Ltd,"2,851,523.62"
ACCT0110970,Federal Student Aid,"2,851,079.28"
ACCT0138243,"Rivian Automotive, LLC.","2,849,803.88"
ACCT0020985,Vastra Gotalands Lans Landsting VGR,"2,849,383.42"
ACCT0105617,ICA Sverige AB,"2,848,156.71"
ACCT0003996,Ingram Micro Inc,"2,846,434.32"
ACCT0018196,National Science Foundation,"2,840,691.04"
ACCT0168902,Operational Services GmbH & Co KG-Bundesagentur Fuer Arbeit,"2,835,169.88"
ACCT0211778,SCC SA - Ministere des Armees,"2,832,817.34"
ACCT0000426,Citigroup Inc- HR Shared Services,"2,832,432.60"
ACCT0001708,WestJet an Alberta Partnership,"2,824,591.43"
ACCT0006001,Duke University Health System Inc,"2,824,550.60"
ACCT0030702,LY Corporation,"2,818,683.69"
ACCT0004005,NiSource Corporate Services Company,"2,816,837.88"
ACCT0002385,CenterPoint Energy Inc,"2,814,899.33"
ACCT0007351,Travelport LP,"2,807,130.11"
ACCT0000894,Blackhawk Network Inc,"2,804,113.12"
ACCT0009538,Aviva Central Services UK Limited,"2,801,734.44"
ACCT0072942,"BAE Systems, Inc.","2,799,924"
ACCT0175348,GEA Group Services GmbH,"2,798,628.33"
ACCT0006057,The Canada Life Assurance Company,"2,798,180.96"
ACCT0018555,Bouygues Telecom,"2,789,852.78"
ACCT0011025,Caesars Enterprise Services LLC (CES),"2,785,447.03"
ACCT0157087,Atos US - OTIS,"2,775,959.56"
ACCT0023857,Tesco Personal Finance Plc,"2,774,293.09"
ACCT0162492,HCL - AkzoNobel,"2,771,989.75"
ACCT0018397,ADEO Services SAS,"2,769,294.54"
ACCT0166018,Haleon US Holdings LLC,"2,767,916.44"
ACCT0009620,Scottish & Southern Energy Plc,"2,767,292.47"
ACCT0006351,Royal Mail Group Ltd,"2,763,004.93"
ACCT0102351,Accor,"2,761,304.15"
ACCT0009239,Imperial Tobacco Ltd,"2,759,568.06"
ACCT0000394,Federal Reserve Board,"2,758,011.36"
ACCT0180156,Sandoz AG,"2,757,759.00"
ACCT0094551,NTT Data (SOM),"2,754,835.72"
ACCT0152710,Saudi Data and Artificial Intelligence Authority,"2,748,198"
ACCT0032166,Globo Comunicacao E Participavoes SA,"2,745,685.86"
ACCT0066309,Dentsu International Ltd,"2,744,285.93"
ACCT0031599,Olympus Corp.,"2,743,502.35"
ACCT0094757,NHS Digital,"2,743,025.60"
ACCT0004586,PSEG (Public Service Enterprise Group Inc.),"2,742,592.18"
ACCT0003501,AECOM Services Inc,"2,742,449.88"
ACCT0000083,Qualcomm Inc,"2,741,610"
ACCT0009382,Mizuho Americas Services LLC,"2,734,873.38"
ACCT0008702,Allina Health System,"2,733,518"
ACCT0001580,Xcel Energy Inc,"2,728,818.61"
ACCT0161587,Capgemini - MET Police,"2,727,857.75"
ACCT0011002,Defense Finance & Accounting Service DFAS,"2,726,330.16"
ACCT0145643,Capgemini Service SAS,"2,725,581.72"
ACCT0005431,Magnit,"2,724,099.08"
ACCT0031880,Cemex Innovation Holding Ltd,"2,716,116.53"
ACCT0002440,Magellan Health Inc,"2,712,075.12"
ACCT0008959,Franciscan Alliance Inc,"2,708,317.58"
ACCT0001545,Reyes Holdings LLC,"2,705,740.56"
ACCT0004550,Moody's Corp,"2,701,118.12"
ACCT0003563,Intuit Inc,"2,700,987.32"
ACCT0009109,Avnet Inc,"2,696,500.80"
ACCT0009928,Newell Rubbermaid Inc,"2,696,258.50"
ACCT0010896,"Interactive Communications International, Inc.","2,691,686.12"
ACCT0105539,Defence Science and Technology Laboratory (DSTL),"2,689,713.52"
ACCT0021509,NSW Rural Fire Service,"2,688,814.12"
ACCT0025745,Enexis,"2,688,543.91"
ACCT0015762,Dyson Ltd,"2,688,356.07"
ACCT0119624,GOVW - Grimlock,"2,687,580"
ACCT0006615,F5 Networks Inc,"2,687,030.28"
ACCT0015609,Clorox Company,"2,686,176.48"
ACCT0000273,Whirlpool Corp,"2,684,361.52"
ACCT0000742,Pension Services Corp Ltd,"2,683,827.98"
ACCT0006437,United States Senate,"2,683,575.72"
ACCT0046146,"SouthState Bank, N.A.","2,677,079.28"
ACCT0013364,Republic National Distributing Co LLC,"2,676,988.20"
ACCT0026626,MUFG Bank Ltd,"2,676,756.94"
ACCT0019322,BAE Systems Plc,"2,676,231.87"
ACCT0004165,Citrix Systems Inc,"2,672,388"
ACCT0012093,"RWJBH Corporate Services, Inc.","2,672,106.89"
ACCT0010566,National Cancer Institute,"2,665,347.48"
ACCT0014283,CNA Financial Corp,"2,660,812.20"
ACCT0025125,Chanel SAS,"2,660,443.23"
ACCT0017182,France Travail,"2,658,444.26"
ACCT0020200,Thales Global Services SAS,"2,657,826.48"
ACCT0000345,Legal & General Resources Ltd,"2,654,270.39"
ACCT0141503,Avaya Inc,"2,649,666.84"
ACCT0158088,Unisys (UIS/GRC),"2,647,703.52"
ACCT0023227,Nedbank Ltd,"2,647,228.08"
ACCT0015540,Miele & Cie KG,"2,646,190.80"
ACCT0064851,KPN BV - Nederlandse Spoorwegen,"2,645,893.31"
ACCT0017080,Veolia Environment SA,"2,640,082.13"
ACCT0137450,Eurofins International Support Services LUX,"2,638,773.27"
ACCT0013992,US Fish & Wildlife Service,"2,638,726.32"
ACCT0090813,HSBC Global Services (UK) Limited - HR,"2,634,344.37"
ACCT0021071,Amdocs Management Ltd,"2,633,443.28"
ACCT0010737,Bank Of Queensland Ltd,"2,632,623.11"
ACCT0013334,"CompuCom Systems, Inc.","2,626,505.39"
ACCT0141278,DOE - Kansas City National Security Campus (KCNSC),"2,620,470.18"
ACCT0011308,Syngenta Crop Protection AG,"2,615,047.20"
ACCT0026942,Snam SpA,"2,613,157.50"
ACCT0029371,Workplace Safety and Insurance Board,"2,611,383.37"
ACCT0010553,ICON Clinical Research Limited,"2,609,701.68"
ACCT0035706,Ricoh Europe Plc,"2,608,510.86"
ACCT0017865,SS&C Technologies Inc,"2,605,782.28"
ACCT0006264,"CareFirst Management Company, LLC","2,601,995.71"
ACCT0001701,TransCanada Pipelines Ltd,"2,601,514.29"
ACCT0012116,Mass General Brigham Incorporated,"2,599,931.63"
ACCT0007201,DHS: US Secret Service,"2,588,736.36"
ACCT0018347,Kering SA,"2,588,149.34"
ACCT0007139,DB Systel GmbH,"2,585,430.75"
ACCT0114559,BioNTech SE,"2,582,856.84"
ACCT0011674,RWE AG,"2,582,372.23"
ACCT0004933,Wipro Ltd,"2,581,589.60"
ACCT0004240,Carnival Cruise Line A Division Of Carnival Corp,"2,578,940.00"
ACCT0137994,Service Benefit Plan Administrative Services Corp,"2,574,298.44"
ACCT0007666,Related Companies Inc,"2,573,480.04"
ACCT0007661,NICE Ltd,"2,567,901.36"
ACCT0003016,"CHSPSC, LLC.","2,566,839.91"
ACCT0168207,PNC Retail Banking,"2,566,784.04"
ACCT0000781,Motorola Solutions Inc,"2,564,695.92"
ACCT0003181,CareSource Management Services LLC,"2,561,714.04"
ACCT0160059,Tata Consultancy Services - DuPont,"2,561,272.20"
ACCT0006636,Becton Dickinson GSS,"2,558,218.92"
ACCT0009259,Edwards Lifesciences LLC,"2,558,104.56"
ACCT0001148,Nelnet Inc,"2,556,820.19"
ACCT0006337,TE Connectivity Corp,"2,556,009"
ACCT0160590,LSY Defense LLC - Israel Ministry of Defense,"2,555,022"
